seed,region,degradation_mode,degradation_severity,accuracy,balanced_accuracy,macro_f1,weighted_f1,recall_attack,recall_investigation,recall_mount,recall_other,f1_attack,f1_investigation,f1_mount,f1_other,support_attack,support_investigation,support_mount,support_other
22,trunk_tail_both_mice,jitter,0.02,0.7488668555240793,0.7222853773584905,0.7256276448094309,0.7530782384350154,0.5226415094339623,0.825,0.7135,0.828,0.5194561650257853,0.7214691735898557,0.7883977900552486,0.8731874505668337,1060,2000,2000,2000
22,trunk_tail_both_mice,jitter,0.05,0.7432011331444759,0.7179504716981131,0.7208373417863756,0.7487517779295154,0.5283018867924528,0.8045,0.715,0.824,0.5111821086261981,0.7114746849436215,0.7889655172413793,0.8717270563343031,1060,2000,2000,2000
22,trunk_tail_both_mice,jitter,0.1,0.7253541076487252,0.7067452830188679,0.70702936991936,0.7363730401994791,0.5669811320754717,0.73,0.714,0.816,0.48663967611336034,0.6832007487131493,0.7846153846153846,0.8736616702355461,1060,2000,2000,2000
22,trunk_tail_both_mice,dropout,0.05,0.7491501416430595,0.7224245283018867,0.7258290420361769,0.7531713857433766,0.5216981132075472,0.828,0.7105,0.8295,0.5204705882352941,0.7223555070883315,0.7859513274336283,0.8745387453874539,1060,2000,2000,2000
22,trunk_tail_both_mice,dropout,0.15,0.7518413597733711,0.7245778301886792,0.7283778754009012,0.7555878877837247,0.519811320754717,0.834,0.7155,0.829,0.5240133143128863,0.7244299674267101,0.7908261950815142,0.874242024782494,1060,2000,2000,2000
22,trunk_tail_both_mice,dropout,0.3,0.748441926345609,0.7193608490566037,0.7236591456970933,0.7517344418955303,0.5009433962264151,0.8345,0.7115,0.8305,0.5127957508450024,0.7201725997842503,0.7881473276100803,0.8735209045490402,1060,2000,2000,2000
22,trunk_tail_both_mice,temporal_subsample,2.0,0.7536827195467423,0.7263136792452829,0.7303116523900649,0.7574525242789664,0.5207547169811321,0.8365,0.719,0.829,0.5264663805436338,0.7251842219332466,0.7953539823008849,0.874242024782494,1060,2000,2000,2000
22,trunk_tail_both_mice,temporal_subsample,3.0,0.7518413597733711,0.7246886792452831,0.7288976902916399,0.7556155293435772,0.5207547169811321,0.836,0.7155,0.8265,0.5282296650717704,0.7222462203023758,0.792358803986711,0.8727560718057022,1060,2000,2000,2000
22,trunk_tail_both_mice,temporal_subsample,5.0,0.7514164305949008,0.7250896226415096,0.7294350838398291,0.7552985028234516,0.5273584905660378,0.8325,0.7155,0.825,0.5351842987075156,0.7192224622030238,0.791701244813278,0.8716323296354992,1060,2000,2000,2000
22,hips_tail_both_mice,clean,0.0,0.7708215297450425,0.7484221698113208,0.7513685444602713,0.7729763064445131,0.5801886792452831,0.772,0.777,0.8645,0.5890804597701149,0.7153115589529766,0.835933297471759,0.8651488616462347,1060,2000,2000,2000
22,hips_tail_both_mice,jitter,0.02,0.7709631728045325,0.7493231132075472,0.7515260471832448,0.7735330516258089,0.5867924528301887,0.763,0.7855,0.862,0.586239396795476,0.7132507595232531,0.8385374966639979,0.8680765357502518,1060,2000,2000,2000
22,hips_tail_both_mice,jitter,0.05,0.746600566572238,0.731370283018868,0.728113221835132,0.7529444422462743,0.6169811320754717,0.6595,0.799,0.85,0.5416149068322982,0.6606561482594541,0.8439397940322155,0.8662420382165605,1060,2000,2000,2000
22,hips_tail_both_mice,jitter,0.1,0.7135977337110482,0.7121108490566038,0.7003012123320699,0.7255050736121744,0.7009433962264151,0.5355,0.7965,0.8155,0.5110041265474553,0.5925311203319502,0.8342498036135114,0.8634197988353626,1060,2000,2000,2000
22,hips_tail_both_mice,dropout,0.05,0.7688385269121814,0.7454528301886792,0.7488575578147135,0.7708640334340339,0.569811320754717,0.772,0.773,0.867,0.5835748792270531,0.7118487782388198,0.8338727076591155,0.8661338661338661,1060,2000,2000,2000
22,hips_tail_both_mice,dropout,0.15,0.7665722379603399,0.7417900943396226,0.7460154485320221,0.7684588763013526,0.5556603773584906,0.777,0.7685,0.866,0.5774509803921568,0.7094270714448756,0.8344191096634094,0.8627646326276464,1060,2000,2000,2000
22,hips_tail_both_mice,dropout,0.3,0.7556657223796034,0.7266226415094341,0.7327806073733213,0.7569670820499814,0.5084905660377359,0.784,0.7475,0.8665,0.5511247443762781,0.6962699822380106,0.8234646103001928,0.8602630925788036,1060,2000,2000,2000
22,hips_tail_both_mice,temporal_subsample,2.0,0.7647308781869688,0.7433797169811321,0.7463296507401246,0.7679268387979369,0.5830188679245283,0.78,0.751,0.8595,0.5841209829867675,0.7105442951491687,0.8261826182618262,0.8644707065627357,1060,2000,2000,2000
22,hips_tail_both_mice,temporal_subsample,3.0,0.7611898016997167,0.7408089622641509,0.7445959177512591,0.7647732959728581,0.5877358490566038,0.778,0.742,0.8555,0.5930509281294621,0.7005853219270599,0.8214779961251037,0.8632694248234107,1060,2000,2000,2000
22,hips_tail_both_mice,temporal_subsample,5.0,0.7603399433427762,0.7430518867924529,0.7459982410650097,0.7647428647283148,0.6132075471698113,0.7745,0.7355,0.849,0.6052141527001862,0.6977477477477477,0.8204127161182376,0.8606183476938672,1060,2000,2000,2000
22,resident_only_full_body,clean,0.0,0.6113314447592068,0.6358278301886793,0.6217416194178675,0.6141304646378103,0.819811320754717,0.565,0.546,0.6125,0.67890625,0.5138699408822192,0.6482635796972396,0.6459267070920116,1060,2000,2000,2000
22,resident_only_full_body,jitter,0.02,0.5848441926345609,0.6136721698113208,0.5919751220845644,0.5836802251155696,0.8301886792452831,0.5295,0.6315,0.4635,0.654275092936803,0.4943977591036415,0.6703821656050956,0.5488454706927176,1060,2000,2000,2000
22,resident_only_full_body,jitter,0.05,0.4715297450424929,0.5167759433962265,0.4419015066105385,0.4299772419648832,0.8566037735849057,0.4195,0.674,0.117,0.5314603453321627,0.4708193041526375,0.5731292517006803,0.1921971252566735,1060,2000,2000,2000
22,resident_only_full_body,jitter,0.1,0.3604815864022663,0.42110377358490564,0.2916759897144618,0.27159642915412213,0.8764150943396226,0.1375,0.6645,0.006,0.442486306263396,0.2289758534554538,0.4833606110201855,0.011881188118811881,1060,2000,2000,2000
22,resident_only_full_body,dropout,0.05,0.6093484419263456,0.6335235849056603,0.6201602796467363,0.6121866636263775,0.8150943396226416,0.5655,0.5355,0.618,0.680047225501771,0.5115332428765265,0.6422788605697152,0.6467817896389325,1060,2000,2000,2000
22,resident_only_full_body,dropout,0.15,0.6007082152974504,0.6242358490566038,0.6127439440479613,0.60334982174483,0.8009433962264151,0.5685,0.5015,0.626,0.6832997987927565,0.5036544850498339,0.615148727384238,0.6488727649650169,1060,2000,2000,2000
22,resident_only_full_body,dropout,0.3,0.5888101983002832,0.6109646226415094,0.6027485360703608,0.5911158740520457,0.7773584905660378,0.565,0.4595,0.642,0.6901172529313233,0.48864864864864865,0.5812776723592663,0.6509505703422053,1060,2000,2000,2000
22,resident_only_full_body,temporal_subsample,2.0,0.578470254957507,0.605497641509434,0.58651145683329,0.5788091227402293,0.8084905660377358,0.5635,0.5715,0.4785,0.6443609022556391,0.50903342366757,0.6344712739383847,0.558180227471566,1060,2000,2000,2000
22,resident_only_full_body,temporal_subsample,3.0,0.5390934844192634,0.573186320754717,0.5426737638530028,0.5341310954214232,0.8292452830188679,0.5325,0.5585,0.3725,0.6068346565412496,0.48607941579187586,0.5958922379301147,0.481888745148771,1060,2000,2000,2000
22,resident_only_full_body,temporal_subsample,5.0,0.42790368271954676,0.4796061320754717,0.4137721699982633,0.40384617640529036,0.8679245283018868,0.3335,0.537,0.18,0.4883227176220807,0.36230309614340034,0.5264705882352941,0.277992277992278,1060,2000,2000,2000
22,intruder_only_full_body,clean,0.0,0.5279036827195468,0.5486792452830189,0.5373358220907967,0.5299434649349375,0.7047169811320755,0.624,0.4975,0.3685,0.5928571428571429,0.4971121290579566,0.625589437283873,0.43378457916421426,1060,2000,2000,2000
22,intruder_only_full_body,jitter,0.02,0.5007082152974505,0.525122641509434,0.4902465577699841,0.4817801334838331,0.7084905660377359,0.6445,0.5745,0.173,0.553834808259587,0.49970924597790267,0.6548874323168994,0.25255474452554744,1060,2000,2000,2000
22,intruder_only_full_body,jitter,0.05,0.47507082152974506,0.5034952830188679,0.41915448438345887,0.40779378554962925,0.7169811320754716,0.5295,0.749,0.0185,0.5044805841354132,0.5034466365581174,0.6347457627118644,0.03394495412844037,1060,2000,2000,2000
22,intruder_only_full_body,jitter,0.1,0.4337110481586402,0.46887971698113207,0.3734574304650924,0.3549402891051298,0.7330188679245283,0.3705,0.7685,0.0035,0.512532981530343,0.42342857142857143,0.5508960573476702,0.0069721115537848604,1060,2000,2000,2000
22,intruder_only_full_body,dropout,0.05,0.5239376770538243,0.5441816037735848,0.5334142663043704,0.5256693985952205,0.6962264150943396,0.6285,0.4835,0.3685,0.5915831663326653,0.4971326873640498,0.6131896005072923,0.4317516110134739,1060,2000,2000,2000
22,intruder_only_full_body,dropout,0.15,0.5152974504249291,0.5340070754716981,0.5252732488185696,0.5168902002943299,0.6745283018867925,0.635,0.454,0.3725,0.5882352941176471,0.49474094273470975,0.5888456549935149,0.4292711034284068,1060,2000,2000,2000
22,intruder_only_full_body,dropout,0.3,0.493342776203966,0.5097547169811321,0.5028374849126765,0.4931666406621808,0.6330188679245283,0.644,0.389,0.373,0.5754716981132075,0.4862212155530389,0.5296119809394145,0.42004504504504503,1060,2000,2000,2000
22,intruder_only_full_body,temporal_subsample,2.0,0.5148725212464589,0.5349622641509434,0.5243700559858668,0.5150082723650369,0.6858490566037736,0.6495,0.4385,0.366,0.594683026584867,0.5007710100231303,0.5779242174629324,0.4241019698725377,1060,2000,2000,2000
22,intruder_only_full_body,temporal_subsample,3.0,0.4868271954674221,0.5096580188679245,0.4940932825722303,0.48222938745616484,0.6811320754716981,0.648,0.352,0.3575,0.5831987075928917,0.4885956644674835,0.49612403100775193,0.40845472722079407,1060,2000,2000,2000
22,intruder_only_full_body,temporal_subsample,5.0,0.45963172804532576,0.4833301886792453,0.4620168042433405,0.4473716282539139,0.6613207547169812,0.656,0.276,0.34,0.5720114239086087,0.4841328413284133,0.40828402366863903,0.383638928067701,1060,2000,2000,2000
33,full_body_both_mice,clean,0.0,0.7682003494467093,0.7411722350230414,0.7371563547165577,0.7700553448047069,0.5771889400921659,0.67,0.9515,0.766,0.5375536480686696,0.6769386208638545,0.8789838337182448,0.8551493162154619,868,2000,2000,2000
33,full_body_both_mice,jitter,0.02,0.7671811298776936,0.7425794930875576,0.737080846708462,0.76945170067405,0.5933179723502304,0.6595,0.951,0.7665,0.5406824146981627,0.6733027054619704,0.8779136856681283,0.8564245810055866,868,2000,2000,2000
33,full_body_both_mice,jitter,0.05,0.7552417006406523,0.7440668202764976,0.7289481034310852,0.7604954857231871,0.6762672811059908,0.596,0.949,0.755,0.5375457875457875,0.6432811656772801,0.8799258229021789,0.855039637599094,868,2000,2000,2000
33,full_body_both_mice,jitter,0.1,0.6739953407105417,0.6924118663594471,0.6581359357791696,0.6913195652579314,0.804147465437788,0.407,0.8415,0.717,0.4568062827225131,0.5079563182527301,0.8350285289010171,0.8327526132404182,868,2000,2000,2000
33,full_body_both_mice,dropout,0.05,0.76703552708212,0.7382160138248848,0.7348578958815168,0.7687986671540094,0.5633640552995391,0.672,0.9515,0.766,0.5289345592212007,0.676566826076013,0.8787808820133918,0.8551493162154619,868,2000,2000,2000
33,full_body_both_mice,dropout,0.15,0.7649970879440885,0.7325535714285714,0.7307045594753392,0.7663595973705252,0.5357142857142857,0.677,0.952,0.7655,0.5143805309734514,0.6748068776476451,0.8790397045244691,0.8545911247557912,868,2000,2000,2000
33,full_body_both_mice,dropout,0.3,0.7626674432149098,0.7269671658986175,0.7261352890393136,0.763685545073253,0.5103686635944701,0.6785,0.952,0.767,0.4983127109111361,0.6719485021044813,0.879445727482679,0.8548342156589579,868,2000,2000,2000
33,full_body_both_mice,temporal_subsample,2.0,0.7617938264414676,0.7330639400921659,0.7287978880691233,0.7641043266880561,0.5587557603686636,0.6595,0.95,0.764,0.5145888594164456,0.6693732555189038,0.8775981524249422,0.8536312849162011,868,2000,2000,2000
33,full_body_both_mice,temporal_subsample,3.0,0.7581537565521258,0.7287978110599078,0.7246336946509575,0.7605222481143932,0.5506912442396313,0.6485,0.9525,0.7635,0.5068928950159067,0.6580416032470827,0.8790955237655745,0.8545047565752658,868,2000,2000,2000
33,full_body_both_mice,temporal_subsample,5.0,0.7550960978450786,0.726009792626728,0.7213170367448023,0.7576219013290866,0.5495391705069125,0.64,0.953,0.7615,0.5010504201680672,0.6527281998980112,0.8787459658828953,0.8527435610302352,868,2000,2000,2000
33,head_neck_both_mice,clean,0.0,0.7434478741991847,0.7305184331797235,0.718843990390279,0.7460442862486739,0.652073732718894,0.5935,0.946,0.7305,0.5538160469667319,0.6163032191069574,0.8812296227293899,0.8240270727580372,868,2000,2000,2000
33,head_neck_both_mice,jitter,0.02,0.7386429819452534,0.7301428571428571,0.715137616166002,0.7414230317644445,0.6785714285714286,0.568,0.9455,0.7285,0.5556603773584906,0.6002642007926023,0.8807638565440149,0.8238620299689002,868,2000,2000,2000
33,head_neck_both_mice,jitter,0.05,0.7143273150844496,0.7188859447004609,0.6905497411599233,0.7194334744090876,0.7465437788018433,0.4695,0.9465,0.713,0.5153081510934394,0.5434027777777778,0.8808748255002327,0.8226132102682434,868,2000,2000,2000
33,head_neck_both_mice,jitter,0.1,0.6205591147350029,0.6540357142857143,0.5917883127828505,0.6196731415511975,0.8571428571428571,0.193,0.9095,0.6565,0.42260721385969896,0.28508124076809455,0.8715860086248203,0.7878787878787878,868,2000,2000,2000
33,head_neck_both_mice,dropout,0.05,0.7422830518345952,0.7290293778801843,0.717562752352094,0.7449467645963458,0.6486175115207373,0.5935,0.944,0.73,0.5514201762977473,0.6158236057068742,0.8797763280521901,0.8232308993515647,868,2000,2000,2000
33,head_neck_both_mice,dropout,0.15,0.7418462434478742,0.7245789170506913,0.7156178856491685,0.7447600740898122,0.619815668202765,0.6055,0.9435,0.7295,0.5388082123184778,0.6189624329159212,0.8815697266993693,0.8231311706629055,868,2000,2000,2000
33,head_neck_both_mice,dropout,0.3,0.7370413511939429,0.7127920506912443,0.7075814752438814,0.7400384681489433,0.565668202764977,0.6155,0.941,0.729,0.5106604264170567,0.6164246369554331,0.8806738418343473,0.8225669957686883,868,2000,2000,2000
33,head_neck_both_mice,temporal_subsample,2.0,0.7294700058241118,0.7193335253456221,0.7039601559730966,0.7332479157793814,0.6578341013824884,0.5475,0.943,0.729,0.5262672811059907,0.5852485301977552,0.8796641791044776,0.8246606334841629,868,2000,2000,2000
33,head_neck_both_mice,temporal_subsample,3.0,0.7229178800232965,0.7166428571428571,0.6979593174819296,0.7265127671260314,0.6785714285714286,0.516,0.944,0.728,0.5247216035634744,0.5619384699156004,0.8832748538011695,0.8219023426474739,868,2000,2000,2000
33,head_neck_both_mice,temporal_subsample,5.0,0.7128712871287128,0.7062246543778801,0.6868663249832302,0.7175590006673027,0.6658986175115207,0.4905,0.9405,0.728,0.5006496318752707,0.540495867768595,0.8837209302325582,0.8225988700564971,868,2000,2000,2000
33,no_tail_both_mice,clean,0.0,0.737478159580664,0.7262085253456221,0.7111933331390218,0.743435507047666,0.6578341013824884,0.5765,0.941,0.7295,0.5155756207674943,0.6150973592958122,0.8860640301318268,0.8280363223609535,868,2000,2000,2000
33,no_tail_both_mice,jitter,0.02,0.7350029120559115,0.725876728110599,0.7093542455159145,0.7415308625694986,0.6705069124423964,0.5665,0.9395,0.727,0.5141342756183745,0.6094674556213018,0.8867390278433224,0.8270762229806599,868,2000,2000,2000
33,no_tail_both_mice,jitter,0.05,0.7057367501456028,0.7105328341013826,0.6847310934705976,0.7167219537914717,0.7396313364055299,0.4855,0.9075,0.7095,0.49063813526939243,0.5534340267882588,0.8753315649867374,0.8195206468380017,868,2000,2000,2000
33,no_tail_both_mice,jitter,0.1,0.6241991846243448,0.6597690092165899,0.6175103845620984,0.6494654932116338,0.8755760368663594,0.335,0.7635,0.665,0.4236343366778149,0.4426825239511067,0.8115865001328727,0.7921381774865992,868,2000,2000,2000
33,no_tail_both_mice,dropout,0.05,0.7373325567850902,0.725594470046083,0.710958525936074,0.7431480144681043,0.6543778801843319,0.577,0.9415,0.7295,0.5156604630049932,0.6139930832668263,0.8859091978358034,0.8282713596366733,868,2000,2000,2000
33,no_tail_both_mice,dropout,0.15,0.7366045428072219,0.722524193548387,0.7093047197482779,0.7422851172455167,0.6370967741935484,0.582,0.942,0.729,0.509208103130755,0.6153846153846154,0.8849224988257398,0.8277036616520012,868,2000,2000,2000
33,no_tail_both_mice,dropout,0.3,0.7376237623762376,0.7220950460829494,0.7097834758306675,0.7432494084569384,0.6278801843317973,0.5875,0.9435,0.7295,0.506741050674105,0.6176084099868594,0.8867481203007519,0.8280363223609535,868,2000,2000,2000
33,no_tail_both_mice,temporal_subsample,2.0,0.733401281304601,0.7209153225806451,0.7062380651891076,0.7399723684976725,0.6451612903225806,0.569,0.9425,0.727,0.5015673981191222,0.6082308925708177,0.8883129123468426,0.8268410577196474,868,2000,2000,2000
33,no_tail_both_mice,temporal_subsample,3.0,0.7301980198019802,0.7178392857142858,0.7028706342437371,0.7368948083431547,0.6428571428571429,0.558,0.943,0.7275,0.49644128113879005,0.5988730882747518,0.888993636577893,0.8271745309835133,868,2000,2000,2000
33,no_tail_both_mice,temporal_subsample,5.0,0.7252475247524752,0.7129372119815669,0.6976065365381539,0.7325950629576055,0.6382488479262672,0.546,0.942,0.7255,0.4853263250109505,0.5901107808700351,0.8886792452830189,0.8263097949886105,868,2000,2000,2000
33,trunk_tail_both_mice,clean,0.0,0.7498543972044264,0.7078162442396313,0.7060215901729386,0.7508149433278647,0.45276497695852536,0.653,0.917,0.8085,0.43425414364640885,0.6659867414584396,0.8691943127962085,0.8546511627906976,868,2000,2000,2000
33,trunk_tail_both_mice,jitter,0.02,0.7486895748398369,0.7069792626728111,0.7051325892590455,0.7502260482521076,0.4539170506912442,0.6515,0.918,0.8045,0.4315443592552026,0.6636108989050166,0.8695240350461757,0.8558510638297873,868,2000,2000,2000
33,trunk_tail_both_mice,jitter,0.05,0.7417006406523006,0.7096192396313363,0.7042449659744147,0.7483714613490561,0.5149769585253456,0.6175,0.9155,0.7905,0.4365234375,0.6464276367443078,0.8731521220791607,0.86087666757419,868,2000,2000,2000
33,trunk_tail_both_mice,jitter,0.1,0.6670064065230052,0.6748375576036867,0.649922897004451,0.6903929213699087,0.7223502304147466,0.402,0.83,0.745,0.40438568203805225,0.5066162570888468,0.845213849287169,0.8434757996037362,868,2000,2000,2000
33,trunk_tail_both_mice,dropout,0.05,0.7501456027955736,0.7077402073732719,0.7059883289410654,0.7509431890891464,0.4504608294930876,0.653,0.9185,0.809,0.4332409972299169,0.6659867414584396,0.8699976320151551,0.8547279450607501,868,2000,2000,2000
33,trunk_tail_both_mice,dropout,0.15,0.7483983692486895,0.702001728110599,0.7010317392283991,0.7484458931287703,0.4205069124423963,0.6575,0.9215,0.8085,0.41336353340883353,0.6651492159838138,0.8711888442448593,0.8544253632760899,868,2000,2000,2000
33,trunk_tail_both_mice,dropout,0.3,0.7457775189283634,0.6955132488479263,0.695226249006278,0.7451451971858543,0.39055299539170507,0.6605,0.922,0.809,0.3923611111111111,0.6611611611611612,0.8731060606060606,0.8542766631467793,868,2000,2000,2000
33,trunk_tail_both_mice,temporal_subsample,2.0,0.7466511357018055,0.7029470046082948,0.7012908563752438,0.7474803832345052,0.4377880184331797,0.6475,0.92,0.8065,0.42105263157894735,0.6597045338767193,0.8714184229220933,0.8529878371232152,868,2000,2000,2000
33,trunk_tail_both_mice,temporal_subsample,3.0,0.7421374490390216,0.6964637096774193,0.6949963282065726,0.7429966943442482,0.41935483870967744,0.64,0.9195,0.807,0.403771491957848,0.6515652837872232,0.8713574982231699,0.8532910388580491,868,2000,2000,2000
33,trunk_tail_both_mice,temporal_subsample,5.0,0.7363133372160745,0.6890184331797234,0.6875623276825098,0.7372915084048213,0.402073732718894,0.6295,0.9195,0.805,0.38584853510226647,0.6421831165519001,0.869914853358562,0.8523028057173108,868,2000,2000,2000
33,hips_tail_both_mice,clean,0.0,0.7578625509609784,0.7199078341013825,0.7155944488321022,0.7550975232942525,0.48963133640552997,0.6135,0.9235,0.853,0.47592385218365063,0.6616338635750876,0.8592695975808328,0.8655504819888381,868,2000,2000,2000
33,hips_tail_both_mice,jitter,0.02,0.7562609202096681,0.7193479262672812,0.7144706546307722,0.7539180086568167,0.49539170506912444,0.6075,0.922,0.8525,0.47513812154696133,0.6572896943467677,0.8588728458313927,0.866581956797967,868,2000,2000,2000
33,hips_tail_both_mice,jitter,0.05,0.7479615608619685,0.71874366359447,0.7096537761467366,0.7478143725242249,0.5414746543778802,0.5675,0.921,0.845,0.47812817904374366,0.631432545201669,0.8563458856345886,0.8727084947069456,868,2000,2000,2000
33,hips_tail_both_mice,jitter,0.1,0.7144729178800233,0.7069475806451613,0.6848410808293115,0.7210814819274767,0.6612903225806451,0.4605,0.8825,0.8235,0.46496557310652087,0.5548192771084337,0.8404761904761905,0.8791032826261009,868,2000,2000,2000
33,hips_tail_both_mice,dropout,0.05,0.7569889341875364,0.7180167050691244,0.7138762046003764,0.7540409389722632,0.4815668202764977,0.613,0.9245,0.853,0.4701912260967379,0.6603824400754107,0.8596001859600186,0.865330966269338,868,2000,2000,2000
33,hips_tail_both_mice,dropout,0.15,0.7532032615026208,0.7098761520737328,0.7067009670850393,0.7497584997342965,0.4470046082949309,0.616,0.923,0.8535,0.4454649827784156,0.6561917443408788,0.860405499883477,0.8647416413373861,868,2000,2000,2000
33,hips_tail_both_mice,dropout,0.3,0.7488351776354106,0.7013986175115208,0.6990376601022077,0.7445594953626957,0.41359447004608296,0.618,0.9215,0.8525,0.42285041224970554,0.6513833992094862,0.8584070796460177,0.8635097493036211,868,2000,2000,2000
33,hips_tail_both_mice,temporal_subsample,2.0,0.7518928363424577,0.7082620967741936,0.7048619715891109,0.7487237629662082,0.4435483870967742,0.6135,0.9245,0.8515,0.43874643874643876,0.6545745532141904,0.8610011641443539,0.8651257302514606,868,2000,2000,2000
33,hips_tail_both_mice,temporal_subsample,3.0,0.7447582993593477,0.6961054147465437,0.6932736195687861,0.7408838093264171,0.4009216589861751,0.6085,0.922,0.853,0.4044160371876816,0.6432346723044398,0.8596736596736597,0.8657701091093631,868,2000,2000,2000
33,hips_tail_both_mice,temporal_subsample,5.0,0.7411182294700058,0.6911872119815669,0.6882211976589183,0.7373670899627168,0.3882488479262673,0.6045,0.9215,0.8505,0.3900462962962963,0.6396825396825396,0.8586070347076636,0.864548919949174,868,2000,2000,2000
33,resident_only_full_body,clean,0.0,0.5827023878858474,0.6143629032258064,0.6067891995457777,0.5824073927962596,0.8064516129032258,0.6075,0.541,0.5025,0.7547169811320755,0.540120026672594,0.5994459833795014,0.5328738069989396,868,2000,2000,2000
33,resident_only_full_body,jitter,0.02,0.5439720442632499,0.5858404377880184,0.5605507787031648,0.5308328317067419,0.8398617511520737,0.5935,0.6095,0.3005,0.7408536585365854,0.526035896299579,0.5927546802820326,0.3825588796944621,868,2000,2000,2000
33,resident_only_full_body,jitter,0.05,0.41045428072218987,0.4826267281105991,0.3711273213041608,0.3511556483848787,0.9205069124423964,0.3355,0.63,0.0445,0.492298213185459,0.4032451923076923,0.5081669691470054,0.08079891057648661,868,2000,2000,2000
33,resident_only_full_body,jitter,0.1,0.3255678509027373,0.4076324884792627,0.26040645017552216,0.23938333870263623,0.9055299539170507,0.107,0.614,0.004,0.38795656465942746,0.1737012987012987,0.47203536421295406,0.007932573128408527,868,2000,2000,2000
33,resident_only_full_body,dropout,0.05,0.5784799068142108,0.6081296082949309,0.6024547996834921,0.5786086436820309,0.7880184331797235,0.605,0.5345,0.505,0.7471327143637356,0.5368234250221828,0.5937239655651207,0.5321390937829295,868,2000,2000,2000
33,resident_only_full_body,dropout,0.15,0.5746942341292953,0.6027603686635945,0.600902691207654,0.5757497149526185,0.7730414746543779,0.6035,0.5285,0.506,0.7535092644581696,0.53125,0.5906677842972897,0.5281837160751566,868,2000,2000,2000
33,resident_only_full_body,dropout,0.3,0.5643564356435643,0.5872016129032258,0.5916044071877558,0.566807696200065,0.7258064516129032,0.603,0.5075,0.5125,0.7420494699646644,0.5236647850629613,0.5765407554671969,0.5241626182562005,868,2000,2000,2000
33,resident_only_full_body,temporal_subsample,2.0,0.5754222481071637,0.6103951612903226,0.5973232876896204,0.5728046066095049,0.8225806451612904,0.622,0.5505,0.4465,0.7460815047021944,0.5400477534187107,0.594331983805668,0.5088319088319089,868,2000,2000,2000
33,resident_only_full_body,temporal_subsample,3.0,0.5538730343622598,0.5891238479262673,0.5713565400775228,0.5502441915221054,0.8029953917050692,0.588,0.549,0.4165,0.6994480682388359,0.5172641301957335,0.5817218543046357,0.4869921075708857,868,2000,2000,2000
33,resident_only_full_body,temporal_subsample,5.0,0.516598718695399,0.5608732718894008,0.5271459657549561,0.5114182650447855,0.8294930875576036,0.489,0.5345,0.3905,0.622568093385214,0.45926273773186194,0.5588081547307894,0.46794487717195926,868,2000,2000,2000
33,intruder_only_full_body,clean,0.0,0.4630168899242865,0.4750967741935484,0.4732536601150219,0.46680494522495597,0.5483870967741935,0.544,0.514,0.294,0.5123789020452099,0.41534644016033595,0.5976744186046512,0.3676148796498906,868,2000,2000,2000
33,intruder_only_full_body,jitter,0.02,0.4458357600465929,0.46377016129032256,0.4372461051034457,0.42947318903175025,0.5725806451612904,0.5335,0.584,0.165,0.4844054580896686,0.41908876669285156,0.6022170662541892,0.24327312937707335,868,2000,2000,2000
33,intruder_only_full_body,jitter,0.05,0.3976412347117065,0.43592569124423963,0.3500338072096121,0.34481376740694064,0.6682027649769585,0.3835,0.668,0.024,0.38170450806186246,0.38197211155378485,0.5921985815602837,0.04426002766251729,868,2000,2000,2000
33,intruder_only_full_body,jitter,0.1,0.3523587652882935,0.41123329493087557,0.3003307052035743,0.29710457582418304,0.7684331797235023,0.218,0.656,0.0025,0.3199040767386091,0.2750788643533123,0.6014210405684163,0.004918839153959666,868,2000,2000,2000
33,intruder_only_full_body,dropout,0.05,0.4611240535818288,0.47314573732718895,0.47207759054043386,0.4648747824914888,0.5460829493087558,0.553,0.499,0.2945,0.515778019586507,0.4185430463576159,0.5879234167893962,0.3660658794282163,868,2000,2000,2000
33,intruder_only_full_body,dropout,0.15,0.45253348864298193,0.4626733870967742,0.4637120817171369,0.456907824060292,0.5241935483870968,0.5595,0.4675,0.2995,0.5049944506104328,0.4174594292109681,0.5658093797276853,0.36658506731946144,868,2000,2000,2000
33,intruder_only_full_body,dropout,0.3,0.4357891671520093,0.4412885944700461,0.4456147474764858,0.43996264795067325,0.47465437788018433,0.5745,0.4125,0.3035,0.47990681421083287,0.41630434782608694,0.5236432878451285,0.36260454002389486,868,2000,2000,2000
33,intruder_only_full_body,temporal_subsample,2.0,0.43535235876528827,0.44335887096774196,0.44211807989306723,0.438489951509992,0.49193548387096775,0.5395,0.465,0.277,0.4641304347826087,0.40419554223637383,0.5535714285714286,0.34657491398185797,868,2000,2000,2000
33,intruder_only_full_body,temporal_subsample,3.0,0.41511357018054745,0.425331797235023,0.42219634831475505,0.41689668085811116,0.4873271889400922,0.5465,0.4035,0.264,0.45435016111707843,0.3985414767547858,0.505480739116818,0.3304130162703379,868,2000,2000,2000
33,intruder_only_full_body,temporal_subsample,5.0,0.3915259172976121,0.4001912442396313,0.3956559406691814,0.39225110311603234,0.45276497695852536,0.528,0.3615,0.2585,0.4163135593220339,0.38568298027757486,0.4610969387755102,0.3195302843016069,868,2000,2000,2000
